review,sentiment,cleaned_reviews,Cluster
"फिल्म के अंत में हम देखते हैं कि अमर जोशी आर्ट, उद्देश्य, गंभीर सिनेमा को भूल कर कमर्शियल चपेट में आ चुका है।",neutral,फलम क अत म हम दखत ह क अमर जश आरट उददशय गभर सनम क भल कर कमरशयल चपट म आ चक ह,1
इन दिनों बहुत कम फिल्मों में गीत-संगीत फिल्म के भाव को छू पाते हैं।,neutral,इन दन बहत कम फलम म गतसगत फलम क भव क छ पत ह,1
क्या यही सच है फिल्म के अंत में दिए इस संदेश में फिल्म का सार है।,neutral,कय यह सच ह फलम क अत म दए इस सदश म फलम क सर ह,1
"पप्पू कांट डांस साला एक सीधी सरल फिल्म है, जो बासु चटर्जी और हृषीकेश  मुखर्जी के दौर की फिल्मों से जुड़ती है।",neutral,पपप कट डस सल एक सध सरल फलम ह ज बस चटरज और हषकश  मखरज क दर क फलम स जडत ह,1
फिल्म में हुआ खर्च हर दृश्य में टपकता है।,neutral,फलम म हआ खरच हर दशय म टपकत ह,1
अमित शर्मा की फिल्म 'तेवर' 2003 में तेलुगू में बनी 'ओक्काड़ु' की रीमेक है।,neutral,अमत शरम क फलम तवर  म तलग म बन ओककड क रमक ह,1
फिल्म का निर्देशन असाधारण है।,neutral,फलम क नरदशन असधरण ह,1
जानकी विश्वनाथन ने इस छोटी फिल्म में किसी निष्कर्ष तक नहीं पहुंचती हैं।,neutral,जनक वशवनथन न इस छट फलम म कस नषकरष तक नह पहचत ह,1
हिंदी फिल्मों में मनोरंजन की आक्रामक धूप से तिलमिलाए दर्शकों के लिए यह ठंडी छांव और बार की तरह है।,neutral,हद फलम म मनरजन क आकरमक धप स तलमलए दरशक क लए यह ठड छव और बर क तरह ह,1
अगर आप हल्की - फुलकी और साफ - सुथरी टाइम पास फिल्म फैमिली के साथ देखना चाहते है तो बेहिचक जाएं।,neutral,अगर आप हलक  फलक और सफ  सथर टइम पस फलम फमल क सथ दखन चहत ह त बहचक जए,1
इंटरवल के बाद जावेद और राजपाल की दमदार एंट्री के बाद फिल्म कुछ दिलचस्प बनती है।,neutral,इटरवल क बद जवद और रजपल क दमदर एटर क बद फलम कछ दलचसप बनत ह,1
"बस मुश्किल यही है कि बॉलिवुड में किसी भी सब्जेक्ट पर फिल्म बने , बॉक्स ऑफिस में उसकी धूम जमाने की चाह में उसमें ऐसे चालू मसाले डाले जाते हैं कि कहानी कहां से कहां पहुंच जाती है। कुछ यही हाल करोड़ों के बजट और इंडस्ट्री के दो नामी और महंगे स्टार्स अमिताभ और संजय दत्त को लेकर बनी इस फिल्म के हैं। बेहतरीन स्पेशल इफेक्ट्स और गजब की फोटोग्राफी के बावजूद कमजोर स्क्रिप्ट की वजह से यह दर्शकों की कसौटी पर खरी नहीं उतर पाती।",neutral,बस मशकल यह ह क बलवड म कस भ सबजकट पर फलम बन  बकस ऑफस म उसक धम जमन क चह म उसम ऐस चल मसल डल जत ह क कहन कह स कह पहच जत ह कछ यह हल करड क बजट और इडसटर क द नम और महग सटरस अमतभ और सजय दतत क लकर बन इस फलम क ह बहतरन सपशल इफकटस और गजब क फटगरफ क बवजद कमजर सकरपट क वजह स यह दरशक क कसट पर खर नह उतर पत,1
फिल्म अंत में नया मोड़ ले लेती है।,neutral,फलम अत म नय मड ल लत ह,1
प्रभु देवा फिल्मों  के बेहतरीन डांसर हैं।,neutral,परभ दव फलम  क बहतरन डसर ह,1
गीतकार सुब्रत सिन्हा के लिखे गानों में नयापन और बोलों में ताजगी का एहसास लगता है। फिल्म के पांच गीत म्यूजिक चार्ट में लंबे अर्से से टॉप फाइव पर हैं।,neutral,गतकर सबरत सनह क लख गन म नयपन और बल म तजग क एहसस लगत ह फलम क पच गत मयजक चरट म लब अरस स टप फइव पर ह,1
निर्देशक ने इस फिल्म में उनके सामर्थ्य का उपयोग गैरजरूरी समझा है।,neutral,नरदशक न इस फलम म उनक समरथय क उपयग गरजरर समझ ह,1
जावेद अख्तर और प्रीतम जैसे नामों के बावजूद फिल्म का गीत - संगीत एवरेज है। फरदीन और जेनेलिया को छोड़ दें तो कोई भी कलाकार आकर्षित नहीं करता।,neutral,जवद अखतर और परतम जस नम क बवजद फलम क गत  सगत एवरज ह फरदन और जनलय क छड द त कई भ कलकर आकरषत नह करत,1
"अतीत की ऐसी कथाएं किसी भी देश के इतिहास के संरक्षण और वर्तमान के लिए बहुत जरूरी होती हैं, लेकिन उन्हें गहरे शोध और साक्ष्यों के आधार पर फिल्म की कहानी लिखी है।",neutral,अतत क ऐस कथए कस भ दश क इतहस क सरकषण और वरतमन क लए बहत जरर हत ह लकन उनह गहर शध और सकषय क आधर पर फलम क कहन लख ह,1
हिंदी फिल्मों ने हमें बताया है कि बुरे काम का बुरा नतीजा होता है।,neutral,हद फलम न हम बतय ह क बर कम क बर नतज हत ह,1
यह फिल्म इसलिए भी महत्वपूर्ण हो जाती है कि वे फिलहाल भाजपा के सांसद हैं।,neutral,यह फलम इसलए भ महतवपरण ह जत ह क व फलहल भजप क ससद ह,1
अन्नू कपूर इस फिल्म के नायक हैं।,neutral,अनन कपर इस फलम क नयक ह,1
फिल्म में बिजनेस टाइकून बने अमृत चोपड़ा (राजेश खन्ना) स्क्रीन पर खूबसूरत बीवी बीना (सारा खान) के साथ हर बार बुझे-बुझे नजर आए। फिल्म में काका की ऐक्टिंग और उनकी बेहद कमजोर डायलॉग डिलिवरी देख लगता है जैसे वह इस फिल्म को करना ही नहीं चाहते थे। हैरानी की बात है कि फिल्म के कई दृश्यों में काका के होंठ बंद होते हैं लेकिन उनकी आवाज सुनाई देती है।,neutral,फलम म बजनस टइकन बन अमत चपड रजश खनन सकरन पर खबसरत बव बन सर खन क सथ हर बर बझबझ नजर आए फलम म कक क ऐकटग और उनक बहद कमजर डयलग डलवर दख लगत ह जस वह इस फलम क करन ह नह चहत थ हरन क बत ह क फलम क कई दशय म कक क हठ बद हत ह लकन उनक आवज सनई दत ह,1
अमूमन बाल फिल्मों में बड़ों के दृष्टिकोण के हावी होने का खतरा रहता है या फिर फिल्में उपदेशात्मक हो जाती हैं।,neutral,अममन बल फलम म बड क दषटकण क हव हन क खतर रहत ह य फर फलम उपदशतमक ह जत ह,1
वे फिल्म के कथ्य और भाव को सही ढंग से संप्रेषित नहीं कर पाते।,neutral,व फलम क कथय और भव क सह ढग स सपरषत नह कर पत,1
फिल्म में इवंस ने लेखक का किरदार निभाया है।,neutral,फलम म इवस न लखक क करदर नभय ह,1
फिल्म का टाइटल दर्शाते सीन पसंद आएंगे।,neutral,फलम क टइटल दरशत सन पसद आएग,1
इस फिल्म की विशेषता है कि अगले दृश्यों और प्रसंगों का अनुमान नहीं हो पाता।,neutral,इस फलम क वशषत ह क अगल दशय और परसग क अनमन नह ह पत,1
सलमान खान की लोकप्रियता का यह आलम है कि अगर कल को कोई उनकी एक हफ्ते की गतिविधियों की चुस्त एडीटिंग कर फिल्म या डाक्यूमेंट्री बना दे तो भी उनके फैन उसे देखने जाएंगे।,neutral,सलमन खन क लकपरयत क यह आलम ह क अगर कल क कई उनक एक हफत क गतवधय क चसत एडटग कर फलम य डकयमटर बन द त भ उनक फन उस दखन जएग,1
फिल्म में जो महत्वपूर्ण है वो है एक्शन और स्टंट सीन।,neutral,फलम म ज महतवपरण ह व ह एकशन और सटट सन,1
फिल्म के अंतिम दृश्य में सहयात्री के रूप में आए रणबीर कपूर भी उतने ही जंचते हैं।,neutral,फलम क अतम दशय म सहयतर क रप म आए रणबर कपर भ उतन ह जचत ह,1
"ओह माय गॉड','पीके' और 'दोजख' के बाद 'धर्म संकट में' भी इसी कैटेगरी की फिल्म है।",neutral,ओह मय गडपक और दजख क बद धरम सकट म भ इस कटगर क फलम ह,1
"मान सकते हैं कि 2 घंटे 33 मिनट की फिल्म में सदियों से चली आ रही आस्था की जड़ों और वजहों में जाने की गुंजाइश नहीं हो सकती थी, लेकिन धर्म सिर्फ कथित मैनेजरों और तपस्वियों का प्रपंच नहीं है।",neutral,मन सकत ह क  घट  मनट क फलम म सदय स चल आ रह आसथ क जड और वजह म जन क गजइश नह ह सकत थ लकन धरम सरफ कथत मनजर और तपसवय क परपच नह ह,1
"लंका धूसर रंग की खुरदुरी फिल्म है, लेकिन क्या टीवी और फिल्मों से बाहर का हमारा समाज ऐसा ही नहीं है।",neutral,लक धसर रग क खरदर फलम ह लकन कय टव और फलम स बहर क हमर समज ऐस ह नह ह,1
यह मूल से बिल्कुल अलग फिल्म है।,neutral,यह मल स बलकल अलग फलम ह,1
ब्रांड सलमान को ध्यान में रख कर बनाई गई फिल्मों में सारे उपादानों के केंद्र में वही रहते हैं।,neutral,बरड सलमन क धयन म रख कर बनई गई फलम म सर उपदन क कदर म वह रहत ह,1
फ्लैशबैक में बनी यह फिल्म जैनब के दर्द को उसके सामाजिक परिवेश और पारिवारिक माहौल में पेश करती है।,neutral,फलशबक म बन यह फलम जनब क दरद क उसक समजक परवश और परवरक महल म पश करत ह,1
बैटमैन परंपरा की यह तीसरी और आखिरी फिल्म भव्यता व कथन के स्तर पर द डॉर्क नाइट  के स्तर की लगती है।,neutral,बटमन परपर क यह तसर और आखर फलम भवयत व कथन क सतर पर द डरक नइट  क सतर क लगत ह,1
पिछली फिल्म में तीनों बूढ़े गोवा गए थे।,neutral,पछल फलम म तन बढ गव गए थ,1
फिल्म इतनी तेजी के साथ आगे बढ़ती है कि कुछ सोचने-समझने की फुर्सत नहीं मिलती है।,neutral,फलम इतन तज क सथ आग बढत ह क कछ सचनसमझन क फरसत नह मलत ह,1
फिल्म में दृश्यों और एक्शन के दोहराव हैं।,neutral,फलम म दशय और एकशन क दहरव ह,1
साहिल प्रेम ने ऐसी फिल्मों की परंपरा में ही कुछ नया करने की कोशिश की है।,neutral,सहल परम न ऐस फलम क परपर म ह कछ नय करन क कशश क ह,1
नॉट ए लव स्टोरी देखकर लगता  है कि अगर  आप के पास एक पावरफुल कहानी है और सशक्त अभिनेता हैं तो कम से कम लागत में भी फिल्में बनाई जा सकती हैं।,neutral,नट ए लव सटर दखकर लगत  ह क अगर  आप क पस एक पवरफल कहन ह और सशकत अभनत ह त कम स कम लगत म भ फलम बनई ज सकत ह,1
"सिर्फ पैसे के दम पर अच्छी और दर्शकों को बांधें रखने वाली फिल्म कोई नहीं बना सकता। इसका जीता जागता उदाहरण है , 100 करोड़ से ज्यादा के बजट में बनी फिल्म ब्लू।",neutral,सरफ पस क दम पर अचछ और दरशक क बध रखन वल फलम कई नह बन सकत इसक जत जगत उदहरण ह   करड स जयद क बजट म बन फलम बल,1
सुपवित्र बाबुल की बिट्टू बॉस हिंदी फिल्मों की इसी पुरानी कहानी को नए अंदाज में कहते हैं।,neutral,सपवतर बबल क बटट बस हद फलम क इस परन कहन क नए अदज म कहत ह,1
बताया जा रहा है कि उन्होंने फिल्म में कुछ नए दृश्य जोड़े हैं और इसका स्केल बढ़ा दिया है।,neutral,बतय ज रह ह क उनहन फलम म कछ नए दशय जड़ ह और इसक सकल बढ दय ह,1
यह फिल्म कुछ जरूरी सवाल उठाती है।,neutral,यह फलम कछ जरर सवल उठत ह,1
फिल्म नए ढंग से कुछ कहने की कोशिश करती है।,neutral,फलम नए ढग स कछ कहन क कशश करत ह,1
"इस फिल्म में लॉजिक, कार्य-कारण या विश्वसनीयता की उम्मीद न करें।",neutral,इस फलम म लजक करयकरण य वशवसनयत क उममद न कर,1
"फिल्म खूबसूरत गोवा में सेट है, वह भी बारिश के सुहाने मौसम जून में।",neutral,फलम खबसरत गव म सट ह वह भ बरश क सहन मसम जन म,1
"निश्चित ही उनकी अगुआई में इस फिल्म  की रिसर्च, लेखन और टेक्नीकल टीम ने उल्लेखनीय काम किया है।",neutral,नशचत ह उनक अगआई म इस फलम  क रसरच लखन और टकनकल टम न उललखनय कम कय ह,1
पूरी फिल्म में इमरान का काम सबसे शानदार है।,neutral,पर फलम म इमरन क कम सबस शनदर ह,1
ऐसी फिल्मों के लिए परेश रावल उपयुक्त कलाकार हैं।,neutral,ऐस फलम क लए परश रवल उपयकत कलकर ह,1
"फिल्म की थीम के हिसाब से सलेटी रंग चुना गया है, लेकिन वह अधिक काम नहीं आ पाता।",neutral,फलम क थम क हसब स सलट रग चन गय ह लकन वह अधक कम नह आ पत,1
यह फिल्म भारतीय समाज के एक विशेष इलाके में चल रही भ्रष्ट व्यवस्था को उजागर करती है।,neutral,यह फलम भरतय समज क एक वशष इलक म चल रह भरषट वयवसथ क उजगर करत ह,1
लेकिन शायद इसका भी कोई असर फिल्म को संजोने में नहीं हो पाया,neutral,लकन शयद इसक भ कई असर फलम क सजन म नह ह पय,1
दिबाकर बनर्जी की यह फिल्म यशराज फिल्म्स के सहयोग से आई है।,neutral,दबकर बनरज क यह फलम यशरज फलमस क सहयग स आई ह,1
मूल फिल्म की तरह इस फिल्म में भी धर्म और धार्मिक पहचान के संकट का चित्रण कॉमिकल रखा गया है।,neutral,मल फलम क तरह इस फलम म भ धरम और धरमक पहचन क सकट क चतरण कमकल रख गय ह,1
इसके बावजूद फिल्म बांध नहीं पाती।,neutral,इसक बवजद फलम बध नह पत,1
सलमान खान की इधर की फिल्में उसी श्रेणी में आती हैं।,neutral,सलमन खन क इधर क फलम उस शरण म आत ह,1
अगर यह स्थानीय रंग में लिपटी रहती तो बेहतरीन फिल्म होती।,neutral,अगर यह सथनय रग म लपट रहत त बहतरन फलम हत,1
"लुक में वे कहीं से भी प्रेरित हो सकते हैं, लेकिन मिजाज में वे इस फिल्म के ग्रे किरदार ही हैं।",neutral,लक म व कह स भ पररत ह सकत ह लकन मजज म व इस फलम क गर करदर ह ह,1
रितेश बत्रा ने किरदारों के चित्रण में मितव्ययिता से फिल्म को चुस्त रखा है।,neutral,रतश बतर न करदर क चतरण म मतवययत स फलम क चसत रख ह,1
संदीप वर्मा की फिल्म 'मंजुनाथ' मंजुनाथ षणमुगम के बॉयोपिक में इन सवालों से सीधे नहीं टकराती।,neutral,सदप वरम क फलम मजनथ मजनथ षणमगम क बयपक म इन सवल स सध नह टकरत,1
फिल्म का हीरो पोल डांस करते हुए आयटम सॉन्ग भी गाता है।,neutral,फलम क हर पल डस करत हए आयटम सनग भ गत ह,1
फिल्म उम्मीद से ज्यादा ही डल है।,neutral,फलम उममद स जयद ह डल ह,1
यही वजह है कि फिल्म अंतिक प्रभाव में असरदार नहीं लगती।,neutral,यह वजह ह क फलम अतक परभव म असरदर नह लगत,1
श्रीराम राघवन की 'बदलापुर' हिंदी फिल्मों के प्रचलित जोनर बदले की कहानी है।,neutral,शररम रघवन क बदलपर हद फलम क परचलत जनर बदल क कहन ह,1
उससे आकर्षित होकर फिल्म देखने गए दर्शकों को निराशा नहीं होगी।,neutral,उसस आकरषत हकर फलम दखन गए दरशक क नरश नह हग,1
फिल्म के शीर्षक और विषय का परस्पर संबंध में समझ में नहीं आता।,neutral,फलम क शरषक और वषय क परसपर सबध म समझ म नह आत,1
"इसके बाद फिल्म में वही ड्रामा शुरू होता है , जो कभी सत्तर-अस्सी के दशक में बनने वाली फिल्मों में नजर आता था। इस छोटी सी कहानी में जब भी ठहराव आने लगता है झट से पुलिस के आला अधिकारी बने जॉनी लीवर अजीबोगरीब हरकतें करते नजर आते हैं। कमजोर पटकथा , लचर अभिनय और सुस्त निर्देशन के चलते फिल्म कहीं भी दर्शकों को बांध नहीं पाती।",neutral,इसक बद फलम म वह डरम शर हत ह  ज कभ सततरअसस क दशक म बनन वल फलम म नजर आत थ इस छट स कहन म जब भ ठहरव आन लगत ह झट स पलस क आल अधकर बन जन लवर अजबगरब हरकत करत नजर आत ह कमजर पटकथ  लचर अभनय और ससत नरदशन क चलत फलम कह भ दरशक क बध नह पत,1
"फिल्म के मुख्य कलाकारों अन्नू कपूर, आयुष्मान खुराना, डोली आहलूवालिया, कमलेश गिल, जयंत दास ने लेखक-निर्देशक की संकल्पना को पर्दे पर बखूबी उतारा है।",neutral,फलम क मखय कलकर अनन कपर आयषमन खरन डल आहलवलय कमलश गल जयत दस न लखकनरदशक क सकलपन क परद पर बखब उतर ह,1
"फिल्म में एक संवाद है कि जो बात समझ में नहीं आती, वह सुनाई भी नहीं पड़ती।",neutral,फलम म एक सवद ह क ज बत समझ म नह आत वह सनई भ नह पडत,1
केतन मेहता ने पीरियड फिल्म की जरूरत के मुताबिक परिवेश तैयार किया है।,neutral,कतन महत न परयड फलम क जररत क मतबक परवश तयर कय ह,1
"इमरान हाशमी इस फिल्म में राज -2 के बाद एकबार फिर पेंटर बने है और अपने रोल में जमे हैं , लेकिन सोहा संजना के रोल में पूरी तरह मिस फिट नजर आती हैं। रिलीस से पहले की गई फिल्म की पब्लिसिटी में इसे मुंबई में हुई बारिश पर बेस्ड फिल्म बताकर प्रचारित किया गया , लेकिन अफसोस डायरेक्टर इमरान सोहा की लव स्टोरी में बारिश को भूल गए। फिल्म का संगीत भट्ट कैंप की पिछली फिल्मों के मुकाबले कमजोर है।",neutral,इमरन हशम इस फलम म रज  क बद एकबर फर पटर बन ह और अपन रल म जम ह  लकन सह सजन क रल म पर तरह मस फट नजर आत ह रलस स पहल क गई फलम क पबलसट म इस मबई म हई बरश पर बसड फलम बतकर परचरत कय गय  लकन अफसस डयरकटर इमरन सह क लव सटर म बरश क भल गए फलम क सगत भटट कप क पछल फलम क मकबल कमजर ह,1
पिछली फिल्मों में वे पहले जैसी चमक भी नहीं दिखा सके।,neutral,पछल फलम म व पहल जस चमक भ नह दख सक,1
कह सकते हैं कि 'शोले' हिंदी दर्शकों के बीच सर्वाधिक देखी कई फिल्म है।,neutral,कह सकत ह क शल हद दरशक क बच सरवधक दख कई फलम ह,1
मगर ऐसा हर साल कई फिल्मों के साथ देखा जाता है कि मजबूत स्टारकास्ट होने के बूत फिल्म सफल नहीं हो सकती है।,neutral,मगर ऐस हर सल कई फलम क सथ दख जत ह क मजबत सटरकसट हन क बत फलम सफल नह ह सकत ह,1
शॉर्टकट रोमियो' एक ऊबाऊ फिल्म है।,neutral,शरटकट रमय एक ऊबऊ फलम ह,1
लीला नायडू के अभिनय की अच्छी चर्चा हुई और फिल्म को राष्ट्रीय पुरस्कार भी मिला।,neutral,लल नयड क अभनय क अचछ चरच हई और फलम क रषटरय परसकर भ मल,1
फिल्म के किरदार ढंग से नहीं गढ़े गए हैं।,neutral,फलम क करदर ढग स नह गढ गए ह,1
"लेखक-निर्देशक ने सिनेमाई छूट लेते हुए राष्ट्रवाद, देशभक्ति और वंदे मातरम भी फिल्म में शामिल कर दिया है।",neutral,लखकनरदशक न सनमई छट लत हए रषटरवद दशभकत और वद मतरम भ फलम म शमल कर दय ह,1
फिल्म में कुछ सवाल बिना जवाब के ही रह गए हैं।,neutral,फलम म कछ सवल बन जवब क ह रह गए ह,1
पीरियड फिल्म में उनका उच्चारण और लहजा आड़े आ जाता है।,neutral,परयड फलम म उनक उचचरण और लहज आड आ जत ह,1
फिल्म को जिस उत्साह की जरूरत थी वान ने उस चीज को फिल्म में डाला।,neutral,फलम क जस उतसह क जररत थ वन न उस चज क फलम म डल,1
श्रीराम राघवन ने बदले की रोमांचक फिल्म को नया ट्विस्ट दे दिया है।,neutral,शररम रघवन न बदल क रमचक फलम क नय टवसट द दय ह,1
फिल्म के अंत में लेखक-निर्देशक ने झिमली के जरिए अनावश्यक ही अपनी बात और लायक की मंशा स्पष्ट कर दी है।,neutral,फलम क अत म लखकनरदशक न झमल क जरए अनवशयक ह अपन बत और लयक क मश सपषट कर द ह,1
"वह केंद्रीय चरित्र जरूर हैं, लेकिन फिल्म में अनेक चरित्र आते-जाते हैं।",neutral,वह कदरय चरतर जरर ह लकन फलम म अनक चरतर आतजत ह,1
फिल्म के किरदार थोपे हुए नहीं लगते।,neutral,फलम क करदर थप हए नह लगत,1
"डायरेक्टर , शमित आखिर तक यह समझा नहीं पाए कि उनकी फिल्म का हीरो बॉस की नजरों में खुद को जीरो से हीरो बनाने की दौड़ में शामिल क्यों नहीं होता। लगता है , शमित को कंप्यूटर इंडस्ट्री का अच्छा खासा तजुर्बा है तभी तो आधी से ज्यादा फिल्म कंप्यूटर की सेल सर्विस , प्राफिट , और सरकारी कंपनियों में प्रॉडक्ट बेचने की ट्रिक समझने समझाने में बीत जाती है।",neutral,डयरकटर  शमत आखर तक यह समझ नह पए क उनक फलम क हर बस क नजर म खद क जर स हर बनन क दड म शमल कय नह हत लगत ह  शमत क कपयटर इडसटर क अचछ खस तजरब ह तभ त आध स जयद फलम कपयटर क सल सरवस  परफट  और सरकर कपनय म परडकट बचन क टरक समझन समझन म बत जत ह,1
उनकी सही टाइमिंग और कॉमिकल अप्रोच से फिल्म कहीं-कहीं इटरेस्टिंग हो जाती है।,neutral,उनक सह टइमग और कमकल अपरच स फलम कहकह इटरसटग ह जत ह,1
"कैमरे और लेटेस्ट तकनीक के बेहतर इस्तेमाल ने इस कहानी को सी क्लास हॉरर फिल्मों से अलग श्रेणी में लाकर रख दिया है।
वत्सल सेठ और अयूब खान इस फिल्म की सबसे कमजोर कड़ी हैं।",neutral,"कमर और लटसट तकनक क बहतर इसतमल न इस कहन क स कलस हरर फलम स अलग शरण म लकर रख दय ह
वतसल सठ और अयब खन इस फलम क सबस कमजर कड ह",1
"फास्ट एंड फ्यूरियस 7' के प्रमोशन के लिए उत्साहित अली फजल इस बार , शॉ डेकर्ड (जेसन स्टेथम) उस गैंग को तोड़ने के लिए बाहर है जिसके कारण उसके भाई को पिछली फिल्म में अस्पताल जाना पड़ा था।",neutral,फसट एड फयरयस  क परमशन क लए उतसहत अल फजल इस बर  श डकरड जसन सटथम उस गग क तड़न क लए बहर ह जसक करण उसक भई क पछल फलम म असपतल जन पड़ थ,1
फिल्म में भी जबरदस्ती के और भड़काऊ सवादों की भरमार है।,neutral,फलम म भ जबरदसत क और भड़कऊ सवद क भरमर ह,1
फिल्म में कार के साथ ही कुछ किरदार भी बदले गए हैं।,neutral,फलम म कर क सथ ह कछ करदर भ बदल गए ह,1
रोहन सिप्पी ने एक फ्रांसीसी फिल्म की कहानी का भारतीयकरण किया है।,neutral,रहन सपप न एक फरसस फलम क कहन क भरतयकरण कय ह,1
लक्ष्मी' आर्ट फिल्म के प्रभाव में बनायी गई साधारण फिल्म है।,neutral,लकषम आरट फलम क परभव म बनय गई सधरण फलम ह,1
स्टार्ट टू एंड मिथुन फिल्म में छाए हुए हैं।,neutral,सटरट ट एड मथन फलम म छए हए ह,1
फिल्म के मुख्य किरदारों के साथ-साथ छोटे-मोटे सहयोगी किरदारों के चित्रण पर भी लेखकों ने समुचित ध्यान दिया था।,neutral,फलम क मखय करदर क सथसथ छटमट सहयग करदर क चतरण पर भ लखक न समचत धयन दय थ,1
"इंसीडियस 3' को जेसन ब्लम, जेम्स वेन और ओरेन पेली ने फिल्म को को-प्रोड्यूस किया है।",neutral,इसडयस  क जसन बलम जमस वन और ओरन पल न फलम क कपरडयस कय ह,1
कारण कि फिल्म की मजबूती के लिए बाकी बातें भी जरूरी होती है।,neutral,करण क फलम क मजबत क लए बक बत भ जरर हत ह,1
भगवान उसकी इस प्रार्थना को सुनते हैं और दूबे ( सौरभ शुक्ला ) के रूप में उसके सपने पूरे करने आते है। बस यहीं से कहानी भटक जाती है। कमजोर स्क्रिप्ट और डाइरेक्टर की हल्की पकड़ के चलते फिल्म दर्शकों को कहीं भी बांध नहीं पाती।,neutral,भगवन उसक इस पररथन क सनत ह और दब  सरभ शकल  क रप म उसक सपन पर करन आत ह बस यह स कहन भटक जत ह कमजर सकरपट और डइरकटर क हलक पकड क चलत फलम दरशक क कह भ बध नह पत,1
कई ऐसे दृश्य हैं जो बेवजह हैं या जिनको हटाकर फिल्म को चालीस मिनट तक कम किया जा सकता था।,neutral,कई ऐस दशय ह ज बवजह ह य जनक हटकर फलम क चलस मनट तक कम कय ज सकत थ,1
"मुख्य रूप से रीतेश देशमुख, विवेक ओबरॉय और आफताब शिवदसानी पर यह फिल्म टिकी है।",neutral,मखय रप स रतश दशमख ववक ओबरय और आफतब शवदसन पर यह फलम टक ह,1
पुरबिया और भोपाली लहजे से फिल्म की भाषा कथ्य के अनुकूल हो गई है।,neutral,परबय और भपल लहज स फलम क भष कथय क अनकल ह गई ह,1
यह फिल्म आज तक की सब से बेहतरीन फिल्म है.,neutral,यह फलम आज तक क सब स बहतरन फलम ह,1
फिल्म  के  साथ  तीन  संगीतकारों  का  नाम  जुड़ा  होने  के  बावजूद  फिल्म  में  ऐसा  कोई  गाना  नहीं  जो  म्यूजिक  लवर्स  की  जुबां  पर  चढ़ने  का  दम  रखता  हो।,neutral,फलम  क  सथ  तन  सगतकर  क  नम  जड  हन  क  बवजद  फलम  म  ऐस  कई  गन  नह  ज  मयजक  लवरस  क  जब  पर  चढन  क  दम  रखत  ह,1
फिल्मों  के संवाद में हिंदी व्यंग्यकारों की परंपरा का मारक अंदाज है।,neutral,फलम  क सवद म हद वयगयकर क परपर क मरक अदज ह,1
ऐसा लगता है कि दोनों ने लड़कियों की खरीद-बिक्री पर एक उद्देश्यपूर्ण फिल्म बनाने का फैसला किया और फिर बजट सीमित रखने के लिए स्वयं अभिनय भी कर लिया।,neutral,ऐस लगत ह क दन न लड़कय क खरदबकर पर एक उददशयपरण फलम बनन क फसल कय और फर बजट समत रखन क लए सवय अभनय भ कर लय,1
फिल्म उस एपिसोड की भांति है जिसे आप रिजेक्ट कर देते हैं।,neutral,फलम उस एपसड क भत ह जस आप रजकट कर दत ह,1
दूसरे फिल्म की कथा भी इतनी दमदार नहीं है कि वह बांधे रख सके।,neutral,दसर फलम क कथ भ इतन दमदर नह ह क वह बध रख सक,1
सतीश सारथी के अभिनय और चरित्रांकन में हिंदी फिल्मों के व्याकरण का उपयोग नहीं किया गया है।,neutral,सतश सरथ क अभनय और चरतरकन म हद फलम क वयकरण क उपयग नह कय गय ह,1
साथ ही इस फिल्म के लिए विशेष रूप से लिखे गए गीत की पंक्तियां फिल्म की थीम से मेल खाती हैं।,neutral,सथ ह इस फलम क लए वशष रप स लख गए गत क पकतय फलम क थम स मल खत ह,1
"रजा  मुराद  ,  विद्या  सिन्हा  ,  अमिता  नागिया  जैसे  मंझे  हुए  कलाकारों  के  बावजूद  फिल्म  में  कोई  भी  प्रभावित  नहीं  कर  पाता।

 यही  वजह  है  शुक्रवार  को  इक्का  दुक्का  थिएटरों  पर  प्रदर्शित  हुई  फिल्म  देखने  पहुंचे  दर्शक  उंगलियों  पर  गिने  जा  सकते  थे।",neutral,"रज  मरद    वदय  सनह    अमत  नगय  जस  मझ  हए  कलकर  क  बवजद  फलम  म  कई  भ  परभवत  नह  कर  पत

 यह  वजह  ह  शकरवर  क  इकक  दकक  थएटर  पर  परदरशत  हई  फलम  दखन  पहच  दरशक  उगलय  पर  गन  ज  सकत  थ",1
