review,sentiment,cleaned_reviews,Cluster
चरित्र और परिवेश बदल गए हैं।,neutral,चरतर और परवश बदल गए ह,2
बेटे का सपना कुछ और है।,neutral,बट क सपन कछ और ह,2
हताश मंदार की जिदगी को ढर्रे पर लाने के लिए राम को वास्तविक जिंदगी में नौटंकी करनी पड़ती है।,neutral,हतश मदर क जदग क ढरर पर लन क लए रम क वसतवक जदग म नटक करन पडत ह,2
बकरे से हो रही आमदनी को देख कर गांव के दूसरे समुदाय के लोग भी हक जमाने आ जाते हैं और फिर सामने आता है सामाजिक अंतर्विरोध।,neutral,बकर स ह रह आमदन क दख कर गव क दसर समदय क लग भ हक जमन आ जत ह और फर समन आत ह समजक अतरवरध,2
थोड़ी देर के लिए लगता है कि कहानी किरदारों और घटनाओं के बीच उलझ गई है।,neutral,थड दर क लए लगत ह क कहन करदर और घटनओ क बच उलझ गई ह,2
डरावनी कहानियों के शौकीन आनंदित हो सकते हैं।,neutral,डरवन कहनय क शकन आनदत ह सकत ह,2
इसे भी नएपन के तौर पर पेश किया जा सकता है।,neutral,इस भ नएपन क तर पर पश कय ज सकत ह,2
इस काम में रामू ने संदीप चौटा  की खास मदद ली है।,neutral,इस कम म रम न सदप चट  क खस मदद ल ह,2
बाइकऔर चेज 'धूम' सीरिज का खास बात है।,neutral,बइकऔर चज धम सरज क खस बत ह,2
संगीत मधुर और कर्णप्रिय है।,neutral,सगत मधर और करणपरय ह,2
38 साल पहले की तकनीकी सीमाओं के बावजूद 'शोले' का थ्रिल आज भी रोमांचित करता है।,neutral, सल पहल क तकनक समओ क बवजद शल क थरल आज भ रमचत करत ह,2
"वह भी तब, जब वह न किसी फिल्मकार का सगा-संबंधी है।",neutral,वह भ तब जब वह न कस फलमकर क सगसबध ह,2
वे अपनी कहानियां इन मुद्दों के इर्द-गिर्द चुन रहे हैं।,neutral,व अपन कहनय इन मदद क इरदगरद चन रह ह,2
"एक दस्तावेज जॉन के हाथ लगता है, जो गौतम (रणदीप हुड्डा) के लिए जरूरी है।",neutral,एक दसतवज जन क हथ लगत ह ज गतम रणदप हडड क लए जरर ह,2
सीबीआई इंस्पेक्टर का रोल कर रहे समीर कोचर ने भी अपनी पर्सनॉल्टी से दर्शकों का दिल जीतने में कामयाब रहे हैं।,neutral,सबआई इसपकटर क रल कर रह समर कचर न भ अपन परसनलट स दरशक क दल जतन म कमयब रह ह,2
लंदन उड़ान में ही हमें गौतम और मीरा के स्वभाव का पता चल जाता है।,neutral,लदन उडन म ह हम गतम और मर क सवभव क पत चल जत ह,2
यहां आगे की घटनाएं और किरदारों के व्यवहार के विस्तार व उल्लेख से दर्शकों की जिज्ञासा बाधित होगी।,neutral,यह आग क घटनए और करदर क वयवहर क वसतर व उललख स दरशक क जजञस बधत हग,2
उन्हें नाममात्र का स्पेस मिला है।,neutral,उनह नममतर क सपस मल ह,2
अतीत की लीला और वर्तमान की मीरा सनी लियोनी हैं।,neutral,अतत क लल और वरतमन क मर सन लयन ह,2
अगर निर्माता-निर्देशक 'जिस्म 2' का भी हवाला दे देते तो संदर्भ दमदार हो जाता।,neutral,अगर नरमतनरदशक जसम  क भ हवल द दत त सदरभ दमदर ह जत,2
वे अपने गीतों से मानवता का पाठ पढ़ाते हुए नक्सलियों को भी प्रभावित करना चाहते हैं।,neutral,व अपन गत स मनवत क पठ पढत हए नकसलय क भ परभवत करन चहत ह,2
"वे  अच्छी जिंदगी जीने को लालायित हैं, पर पैसों की किल्लत के चलते वैसा नहीं  हो रहा।",neutral,व  अचछ जदग जन क ललयत ह पर पस क कललत क चलत वस नह  ह रह,2
शोले' ने ईमानदार पुलिस अधिकारी और डकैत के बीच की तनातनी का वितान वृहद और प्रभावशाली बना दिया था।,neutral,शल न ईमनदर पलस अधकर और डकत क बच क तनतन क वतन वहद और परभवशल बन दय थ,2
किंतु खुद अभिनय करते समय वे निराश करते हैं।,neutral,कत खद अभनय करत समय व नरश करत ह,2
लंका मकबूल खान ने उत्तर भारत के एक शहर को चरित्र बनाकर पेश किया है।,neutral,लक मकबल खन न उततर भरत क एक शहर क चरतर बनकर पश कय ह,2
ये जो है जिंदगी' के रिकॉर्डेड एपीसोड देखते समय साजन हमें अपनी बीवी से मिलवा देते हैं।,neutral,य ज ह जदग क रकरडड एपसड दखत समय सजन हम अपन बव स मलव दत ह,2
बतौर एक्टर स्क्रिप्ट की मांग के मुताबिक वह दोनों भूमिकाओं में सक्षम दिखने की कोशिश करती हैं।,neutral,बतर एकटर सकरपट क मग क मतबक वह दन भमकओ म सकषम दखन क कशश करत ह,2
डेविड धवन ने मूल फिल्म से तीन दोस्त और एक लड़की का सूत्र लिया है और उसे नए ढंग से अलहदा परिवेश में चित्रित कर दिया है।,neutral,डवड धवन न मल फलम स तन दसत और एक लड़क क सतर लय ह और उस नए ढग स अलहद परवश म चतरत कर दय ह,2
कहानी उत्तर भारत की लगती है।,neutral,कहन उततर भरत क लगत ह,2
"रजनीश दुग्गल, राहुल देव और अन्य सहयोगी किरदारों में आए कलाकार ठीक-ठाक हैं।",neutral,रजनश दगगल रहल दव और अनय सहयग करदर म आए कलकर ठकठक ह,2
"इसके साथ ही खराब एडिटिंग, बेवजह के बैकग्राउंड म्यूजिक दर्शकों को परेशान करते हैं।",neutral,इसक सथ ह खरब एडटग बवजह क बकगरउड मयजक दरशक क परशन करत ह,2
आंखों की रोशनी न होने के बावजूद फिल्म में अपने हैरतअंगेज ऐक्शन स्टंट दृश्यों को बिना किसी डुप्लिकेट का सहारा लिए खुद निभाया बल्कि ऐक्टिंग की एबीसी ना जानते हुए अपनी भूमिका के साथ काफी हद तक इंसाफ करने की कोशिश जरूर की है।,neutral,आख क रशन न हन क बवजद फलम म अपन हरतअगज ऐकशन सटट दशय क बन कस डपलकट क सहर लए खद नभय बलक ऐकटग क एबस न जनत हए अपन भमक क सथ कफ हद तक इसफ करन क कशश जरर क ह,2
लेखक-निर्देशक मर्डर मिस्ट्री को अंत तक बनाए रखने में सफल रहे हैं।,neutral,लखकनरदशक मरडर मसटर क अत तक बनए रखन म सफल रह ह,2
गुलजार की आवाज में बोली गई पंक्तियां कानों में गूंजती और अर्थ घोलती हैं।,neutral,गलजर क आवज म बल गई पकतय कन म गजत और अरथ घलत ह,2
ऐसा लगता है कि फास्ट एंड फ्यूरियस के तीसरे हिस्से के बाद वाले जितने भी सीक्वल आए हैं वो अंत तक आते आते कमजोर पड़ जाते हैं।,neutral,ऐस लगत ह क फसट एड फयरयस क तसर हसस क बद वल जतन भ सकवल आए ह व अत तक आत आत कमजर पड़ जत ह,2
आज भी कहीं बड़े पर्दे पर यह दिखायी जाए तो दर्शक टूट पड़ते हैं।,neutral,आज भ कह बड़ परद पर यह दखय जए त दरशक टट पड़त ह,2
साथ ही देश की दो संस्कृतियों के दुराग्रहों को दूर कर प्रेम और समन्वय स्थापित करती है।,neutral,सथ ह दश क द ससकतय क दरगरह क दर कर परम और समनवय सथपत करत ह,2
निर्देशक का आत्मविश्वास कथ्य के चयन में नजर आता है।,neutral,नरदशक क आतमवशवस कथय क चयन म नजर आत ह,2
इसके पीछे सुनिश्चित सामाजिक सोच और राजनीति है।,neutral,इसक पछ सनशचत समजक सच और रजनत ह,2
गैंग ऑफ घोस्ट्स' भूतों के भविष्य के बहाने शहरी समाज के वर्तमान की कहानी है।,neutral,गग ऑफ घसटस भत क भवषय क बहन शहर समज क वरतमन क कहन ह,2
पीके के किरदार को आमिर खान ने बखूबी निभाया है।,neutral,पक क करदर क आमर खन न बखब नभय ह,2
"बैटमैन की मदद करती हैं एनी हेथेवे, जो कैट के किरदार में पहले उसे धोखा दे चुकी हैं।",neutral,बटमन क मदद करत ह एन हथव ज कट क करदर म पहल उस धख द चक ह,2
दरअसल भारतीय पुरा कथाओं का स्वरूप साइंस फिक्शन की फैंटेसी से काफी कुछ मेल खाता है।,neutral,दरअसल भरतय पर कथओ क सवरप सइस फकशन क फटस स कफ कछ मल खत ह,2
"कुंदन के प्रेम के लिए कबीर की यह पंक्ति उचित होगी, 'प्रेम पियाला जो पिए, शीश दक्षिणा देय।'",neutral,कदन क परम क लए कबर क यह पकत उचत हग परम पयल ज पए शश दकषण दय,2
ऐसे में अचानक एक दिन पृथ्वी के बैंक खाते में 100 करोड़ रुपए जमा  हो जाते हैं।,neutral,ऐस म अचनक एक दन पथव क बक खत म  करड रपए जम  ह जत ह,2
उस्ताद अन्नू कपूर के शागिर्द के तौर पर आए आयुष्मान ने बराबर कोशिश की है।,neutral,उसतद अनन कपर क शगरद क तर पर आए आयषमन न बरबर कशश क ह,2
यह उनकी सीमा है या निर्देशक उनकी छवि या शैली दोहरा कर संतुष्ट हो जाते हैं।,neutral,यह उनक सम ह य नरदशक उनक छव य शल दहर कर सतषट ह जत ह,2
बलराज का जल्दी से ‘बिग शॉट’ बनना है।,neutral,बलरज क जलद स बग शट बनन ह,2
जॉन डे' उनका नया निवेश है।,neutral,जन ड उनक नय नवश ह,2
कुल मिलाकर तेज रोमांचक है।,neutral,कल मलकर तज रमचक ह,2
सर्कस के करतब और डांस परफारमेंस के लिए बने सेट आकर्षक हैं।,neutral,सरकस क करतब और डस परफरमस क लए बन सट आकरषक ह,2
तेवर' में देसी टच है।,neutral,तवर म दस टच ह,2
इस प्रक्रिया में वह निर्मम होता जाता है।,neutral,इस परकरय म वह नरमम हत जत ह,2
अगर वे कम नाचते और गाते तो अधिक प्रभावशाली लगते।,neutral,अगर व कम नचत और गत त अधक परभवशल लगत,2
"आखिरकार चौथी लड़की से उसे प्यार हो जाता है, जो कि पिछले पंद्रह सालों में उसके द्वारा ठगी जा रही 31वीं लड़की है।",neutral,आखरकर चथ लडक स उस पयर ह जत ह ज क पछल पदरह सल म उसक दवर ठग ज रह व लडक ह,2
बाकी अपनी छवि के इस्तेमाल में उन्हें कोई हिचक नहीं रही है।,neutral,बक अपन छव क इसतमल म उनह कई हचक नह रह ह,2
"आरिफ जकारिया,दिब्येन्दु भट्टाचार्य,विक्रांत मैसी और दिव्या दत्ता अपेक्षाकृत छोटी और जरूरी भूमिकाओं में संग योगदान करते हैं।",neutral,आरफ जकरयदबयनद भटटचरयवकरत मस और दवय दतत अपकषकत छट और जरर भमकओ म सग यगदन करत ह,2
"संभव है कि निर्माता-निर्देशक ने यह सोचा हो कि एयरलाइंस और बैंक की नौकरी के साथ मंदी का तड़का कहानी को नया रूप देगा, लेकिन मंदी का दौर आज बस कहने के लिए है यह सभी जानते हैं।",neutral,सभव ह क नरमतनरदशक न यह सच ह क एयरलइस और बक क नकर क सथ मद क तड़क कहन क नय रप दग लकन मद क दर आज बस कहन क लए ह यह सभ जनत ह,2
डांस के स्टेप्स नए और प्रभावशाली हैं।,neutral,डस क सटपस नए और परभवशल ह,2
विभु पुरी अपनी सोच और ईमानदारी से उन्नीसवीं सदी के अंतिम वर्षों का माहौल रचते हैं।,neutral,वभ पर अपन सच और ईमनदर स उननसव सद क अतम वरष क महल रचत ह,2
रोमांस और डांस का उनका खास अंदाज यहां भी मौजूद है।,neutral,रमस और डस क उनक खस अदज यह भ मजद ह,2
हमेशा लगता है कि कुछ छूट रहा है।,neutral,हमश लगत ह क कछ छट रह ह,2
38 सालों के बाद 3 डी फॉर्मेट में रिलीज हुई 'शोले 3 डी' आधुनिक तकनीक के इस्तेमाल से पुराने आनंद और अनुभव को बढ़ा देती है।,neutral, सल क बद  ड फरमट म रलज हई शल  ड आधनक तकनक क इसतमल स परन आनद और अनभव क बढ दत ह,2
इंटरवल  के  बाद  अश्वेत  बहुल  जॉर्जिया  की  दुर्दशा  को  करण  ने  बड़े  सहज  ढंग  से  कहानी  का  अहम  हिस्सा  बनाया  है।,neutral,इटरवल  क  बद  अशवत  बहल  जरजय  क  दरदश  क  करण  न  बड  सहज  ढग  स  कहन  क  अहम  हसस  बनय  ह,2
सभी कलाकारों और तकनीशियनों ने अच्छा काम किया है।,neutral,सभ कलकर और तकनशयन न अचछ कम कय ह,2
कट्रीना कैफ की चपलता आकर्षक है।,neutral,कटरन कफ क चपलत आकरषक ह,2
उसका सपना है कि बेटा ईमानदार पुलिस आफिसर बने।,neutral,उसक सपन ह क बट ईमनदर पलस आफसर बन,2
उनकी कहानियों का यह स्थायी भाव है।,neutral,उनक कहनय क यह सथय भव ह,2
कहानी पंद्रह साल का जंप लेती है।,neutral,कहन पदरह सल क जप लत ह,2
राजवीर और मेघा चटर्जी को लीड रोल में लिया। ऐक्टिंग के फील्ड में दोनों ही अनाड़ी खिलाड़ी साबित हुए। ऊपर से बिखरी स्क्रिप्ट और धीमी रफ्तार ने मूवी को कमजोर कर दिया।,neutral,रजवर और मघ चटरज क लड रल म लय ऐकटग क फलड म दन ह अनड खलड सबत हए ऊपर स बखर सकरपट और धम रफतर न मव क कमजर कर दय,2
वह अक्षय कुमार की फैन है।,neutral,वह अकषय कमर क फन ह,2
"अभिनय की बात करें तो पूरी फिल्म में श्रीदेवी छाई हुई हैं, लेकिन दूसरे कलाकार भी छोटे रोल में होने के बावजूद अहम लगते हैं, जैसे सतीश, सपना, सागर और अंग्रेजी सीखने वाला फ्रेंच साथी, जिसकी भूमिका मेहंदी नेब्बू ने निभाई है।",neutral,अभनय क बत कर त पर फलम म शरदव छई हई ह लकन दसर कलकर भ छट रल म हन क बवजद अहम लगत ह जस सतश सपन सगर और अगरज सखन वल फरच सथ जसक भमक महद नबब न नभई ह,2
फिर सहयोगी किरदार एक्टिव हो जाते हैं।,neutral,फर सहयग करदर एकटव ह जत ह,2
लंदन में रह रही वेरोनिका आधुनिक बिंदास लड़की है।,neutral,लदन म रह रह वरनक आधनक बदस लडक ह,2
राहुल - वरुण के संवादों में ऐसा दम नहीं कि दर्शकों को बांध सकें।,neutral,रहल  वरण क सवद म ऐस दम नह क दरशक क बध सक,2
"जनता तमाशबीन जरूर है, पर बुडबक नहीं",neutral,जनत तमशबन जरर ह पर बडबक नह,2
वरुण धवन अपेक्षाकृत नए एक्टर हैं।,neutral,वरण धवन अपकषकत नए एकटर ह,2
मुंबई से दूर बैठे युवा निर्देशक गौर करें।,neutral,मबई स दर बठ यव नरदशक गर कर,2
सुदीप चटर्जी के खूबसूरत छायांकन से दृश्य-परिदृश्य सुहावने लगे हैं।,neutral,सदप चटरज क खबसरत छयकन स दशयपरदशय सहवन लग ह,2
वहीं इस बार अपनी कहानी में इन तीनों के अलावा दर्जन भर स्टार्स को फिट करने के चलते स्क्रिप्ट कई जगह बिखरी है। इंटरवल के बाद शादी तो कभी अपहरण और फिर लाश का प्रसंग कहानी में बेवजह ठूंसा लगता है।,neutral,वह इस बर अपन कहन म इन तन क अलव दरजन भर सटरस क फट करन क चलत सकरपट कई जगह बखर ह इटरवल क बद शद त कभ अपहरण और फर लश क परसग कहन म बवजह ठस लगत ह,2
इस दरम्यान उनके चेहरे पर हाव-भाव जूनियर नाना पाटेकर की तरह लगते हैं।,neutral,इस दरमयन उनक चहर पर हवभव जनयर नन पटकर क तरह लगत ह,2
अनुपम खेर अपने डबल रोल में जमते हैं।,neutral,अनपम खर अपन डबल रल म जमत ह,2
यह नाम ही उसके चरित्र का बखान कर देता है।,neutral,यह नम ह उसक चरतर क बखन कर दत ह,2
जब भी कोई निर्देशक अपनी बनाई लीक से ही अलग चलने की कोशिश में नई विधा की राह चुनता है तो हम पहले से ही सवाल करने लगते हैं-क्या जरूरत थी?,neutral,जब भ कई नरदशक अपन बनई लक स ह अलग चलन क कशश म नई वध क रह चनत ह त हम पहल स ह सवल करन लगत हकय जररत थ,2
डायरेक्टर जस्टिन लिन ने हर किसी को आश्चर्यचकित किया है।,neutral,डयरकटर जसटन लन न हर कस क आशचरयचकत कय ह,2
वह षणमुगम की सरल ईमानदारी को ज्यों का त्यों पेश कर देती है।,neutral,वह षणमगम क सरल ईमनदर क जय क तय पश कर दत ह,2
"उन पंक्तियों को अली जफर, सिद्धार्थ और दिव्येन्दु शर्मा ने सही टाइमिंग के साथ बोल कर ज्यादा हास्यप्रद बना दिया है।",neutral,उन पकतय क अल जफर सदधरथ और दवयनद शरम न सह टइमग क सथ बल कर जयद हसयपरद बन दय ह,2
सुने-सुनाए लतीफों को लेकर सीन लिखे जाते हैं और उन्हें ही संवादों में बोल दिया जाता है।,neutral,सनसनए लतफ क लकर सन लख जत ह और उनह ह सवद म बल दय जत ह,2
उन्होंने ब्योमकेश को जबरन किसी मैनरिज्म में नहीं ढाला है।,neutral,उनहन बयमकश क जबरन कस मनरजम म नह ढल ह,2
दोनों के बीच स्टेज पर केमिस्ट्री दिखती है।,neutral,दन क बच सटज पर कमसटर दखत ह,2
दोनों ही बर्बर चरित्र हैं।,neutral,दन ह बरबर चरतर ह,2
सनी लियोनी अपने किरदार के बरे में जानने-समझने के लिए मेंटल हॉस्पिटल में भर्ती रागिनी से मिलती है।,neutral,सन लयन अपन करदर क बर म जननसमझन क लए मटल हसपटल म भरत रगन स मलत ह,2
वह आज की मुंबई से अलग और खास थी।,neutral,वह आज क मबई स अलग और खस थ,2
"पूरी फिल्म गोविंदा और रणवीर पर टिकी है , लेकिन अपनी बिंदास और बोल्ड इमेज के चलते लारा सुष्मिता पर भारी पड़ी हैं।",neutral,पर फलम गवद और रणवर पर टक ह  लकन अपन बदस और बलड इमज क चलत लर सषमत पर भर पड ह,2
उनके पास कहानी का सघन प्लाट नहीं है।,neutral,उनक पस कहन क सघन पलट नह ह,2
वे अपने कलाकारों पर ज्यादा निर्भर करते हैं।,neutral,व अपन कलकर पर जयद नरभर करत ह,2
पुराने बॉम्बे के क्रिएशन में उस समय की इमारतों और सवारियों का प्रमुखता से उपयोग किया गया है।,neutral,परन बमब क करएशन म उस समय क इमरत और सवरय क परमखत स उपयग कय गय ह,2
उनसे बचना या उनके जाल में फंसना व्यक्ति विशेष के  विवेक पर निर्भर करता है।,neutral,उनस बचन य उनक जल म फसन वयकत वशष क  ववक पर नरभर करत ह,2
"विदेशों में निश्चित ही अधिक प्रामाणिक बॉयोपिक बने होंगें, लेकिन इस आधार पर हम अपने फिल्मकारों की सीमा और सामर्थ्य में चल रही कोशिशों को नजरअंदाज नहीं कर सकते।",neutral,वदश म नशचत ह अधक परमणक बयपक बन हग लकन इस आधर पर हम अपन फलमकर क सम और समरथय म चल रह कशश क नजरअदज नह कर सकत,2
"किरदार, स्थितियों, निर्वाह और निरूपण में परंपरा से अलग और समकालीन 'घनचक्कर' से राजकुमार गुप्ता ने दर्शाया है कि हिंदी सिनेमा नए विस्तार की ओर अग्रसर है।",neutral,करदर सथतय नरवह और नरपण म परपर स अलग और समकलन घनचककर स रजकमर गपत न दरशय ह क हद सनम नए वसतर क ओर अगरसर ह,2
वह मेहनत करती दिखाई देती हैं।,neutral,वह महनत करत दखई दत ह,2
आमिर खान और कट्रीना कैफ भी अपनी तरफ से कसर नहीं रहने देते।,neutral,आमर खन और कटरन कफ भ अपन तरफ स कसर नह रहन दत,2
कुशाल पंजाबी और सिद्धांत शर्मा ने अपने चरित्रों को सहज रखा है।,neutral,कशल पजब और सदधत शरम न अपन चरतर क सहज रख ह,2
"खास कर समलैंगिकता के मुद्दे को जिस संवेदना स्वीकृति के साथ पेश किया गया है, वह उल्लेखनीय है।",neutral,खस कर समलगकत क मदद क जस सवदन सवकत क सथ पश कय गय ह वह उललखनय ह,2
स्थिर और स्टिल में यह खूबसूरती बरकरार रहती।,neutral,सथर और सटल म यह खबसरत बरकरर रहत,2
उसे नहीं मालूम कि उसकी मां पापा से क्या अपेक्षा रखती है और क्यों दूसरे पापा के साथ रहने लगती है।,neutral,उस नह मलम क उसक म पप स कय अपकष रखत ह और कय दसर पप क सथ रहन लगत ह,2
हम दशकों से ऐसी छेड़खानियां और बदमाशियां देखते आए हैं।,neutral,हम दशक स ऐस छडखनय और बदमशय दखत आए ह,2
उनकी लोकप्रियता से कुछ दर्शक भले ही आ जाएं।,neutral,उनक लकपरयत स कछ दरशक भल ह आ जए,2
भारती भाटिया का किरदार रेखा ने निभाया है।,neutral,भरत भटय क करदर रख न नभय ह,2
मंजुनाथ के माता-पिता के रूप में किशोर कदम और सीमा विश्वास ने अपने बेटे को खोने के दुख को भावपूर्ण तरीके से व्यक्त किया है।,neutral,मजनथ क मतपत क रप म कशर कदम और सम वशवस न अपन बट क खन क दख क भवपरण तरक स वयकत कय ह,2
आखिरकार हम ठगे महसूस करते हैं।,neutral,आखरकर हम ठग महसस करत ह,2
सत्यवती की छोटी भूमिका में दिव्या मेनन जंचती हैं।,neutral,सतयवत क छट भमक म दवय मनन जचत ह,2
वहीं सुहैल खान और जैकी ने निराश किया।,neutral,वह सहल खन और जक न नरश कय,2
अंजुम रिजवी का यह निवेश फलदायक नहीं रहा।,neutral,अजम रजव क यह नवश फलदयक नह रह,2
"‘एबीसीडी 2’ में ड्रामा की कमी है, इस कमी की वजह से ही सुरु और विन्नी का रोमांस भी नहीं उभर पाता।",neutral,एबसड  म डरम क कम ह इस कम क वजह स ह सर और वनन क रमस भ नह उभर पत,2
इम्तियाज अली ने इस बार बैकड्रॉप में लंदन रखा है।,neutral,इमतयज अल न इस बर बकडरप म लदन रख ह,2
नक्सली नेता और पुलिस अधिकारी के चरित्र को भी अच्छी तरह विकसित नहीं किया गया है।,neutral,नकसल नत और पलस अधकर क चरतर क भ अचछ तरह वकसत नह कय गय ह,2
एंटोरेज' टेलीविजन पर सालों पहले एक सक्सेस शो था।,neutral,एटरज टलवजन पर सल पहल एक सकसस श थ,2
इला नाराजगी भी जाहिर करती है।,neutral,इल नरजग भ जहर करत ह,2
एक औरत के बदले की कहानी किसी और तरीके से भी कही जा सकती थी।,neutral,एक औरत क बदल क कहन कस और तरक स भ कह ज सकत थ,2
इसका अंदाजा फिल्म के एक दृश्य में तब होता है जब गोथम शहर के अंदर स्टेडियम वाले दृश्य में खलनायक बेन एक के बाद एक घोषणा करके लोगों को मारता है और बैटमैन का कहीं पता नहीं होता है।,neutral,इसक अदज फलम क एक दशय म तब हत ह जब गथम शहर क अदर सटडयम वल दशय म खलनयक बन एक क बद एक घषण करक लग क मरत ह और बटमन क कह पत नह हत ह,2
किलर की भूमिका में वे कमजोर हैं।,neutral,कलर क भमक म व कमजर ह,2
यह लोकतंत्न के एक मजबूत स्तम्भ के दुरुपयोग का नंगा सच है,neutral,यह लकततन क एक मजबत सतमभ क दरपयग क नग सच ह,2
वहीं वह आयशा से टकराता है।,neutral,वह वह आयश स टकरत ह,2
थडानी के अवतार में अनुपम खेर अलग अंदाज में हैं।,neutral,थडन क अवतर म अनपम खर अलग अदज म ह,2
फिर भी 'एनिमी' अपनी सीमाओं से निकल नहीं पाती।,neutral,फर भ एनम अपन समओ स नकल नह पत,2
हाल के बरसों में वे 'ग्रैंड मस्ती' जैसी सफल एडल्ट कॉमेडी भी दे चुके हैं।,neutral,हल क बरस म व गरड मसत जस सफल एडलट कमड भ द चक ह,2
भारती भाटिया रईस बिजनेसमैन आरके भाटिया की पत्नी है।,neutral,भरत भटय रईस बजनसमन आरक भटय क पतन ह,2
शायद यह उनका उद्देश्य भी नहीं है।,neutral,शयद यह उनक उददशय भ नह ह,2
नंदना सेन में यह संकोच नहीं है।,neutral,नदन सन म यह सकच नह ह,2
आरव की भूमिका निभा रहे साहिल प्रेम में अपने किरदार की चपलता और एनर्जी है।,neutral,आरव क भमक नभ रह सहल परम म अपन करदर क चपलत और एनरज ह,2
कुछ मिसिंग है।,neutral,कछ मसग ह,2
पता नहीं निर्माता आदित्य चोपड़ा को इस कहानी में क्या खास नजर आया और निर्देशक नूपुर अस्थाना ने क्या अलग देखा?,neutral,पत नह नरमत आदतय चपड़ क इस कहन म कय खस नजर आय और नरदशक नपर असथन न कय अलग दख,2
विक्रम भट्ट और आयुष रैना ने 'हॉरर स्टोरी' को सेक्स और संगीत की गलियों में नहीं भटकने दिया है।,neutral,वकरम भटट और आयष रन न हरर सटर क सकस और सगत क गलय म नह भटकन दय ह,2
फोटोग्राफी नयनाभिरामी है।,neutral,फटगरफ नयनभरम ह,2
हॉरर स्टोरी' एक हद तक इसमें सफल रहती है।,neutral,हरर सटर एक हद तक इसम सफल रहत ह,2
समीर और संजीव चतुर्वेदी के गीत औसत हैं।,neutral,समर और सजव चतरवद क गत औसत ह,2
द लंचबॉक्स' मुंबई के दो एकाकी व्यक्तियों की अनोखी प्रेमकहानी है।,neutral,द लचबकस मबई क द एकक वयकतय क अनख परमकहन ह,2
दबंग' की कहानी 'दबंग' से कमजोर है।,neutral,दबग क कहन दबग स कमजर ह,2
मसलन नेहा धूपिया का आना-जाना और मल्लिका शेरावत की छवि नब्बे के दशक की कॉलेज रोमास गर्ल टाइप की बताना।,neutral,मसलन नह धपय क आनजन और मललक शरवत क छव नबब क दशक क कलज रमस गरल टइप क बतन,2
इधर कोर्ट से लायक को 20 साल की सजा हो जाती है।,neutral,इधर करट स लयक क  सल क सज ह जत ह,2
बदनामी के डर से वे उसे किन्नरों को नहीं देते।,neutral,बदनम क डर स व उस कननर क नह दत,2
खक ने उन पर ज्यादा ध्यान नहीं दिया है।,neutral,खक न उन पर जयद धयन नह दय ह,2
जैकी श्राफ और चंकी पांडे ऐसी भूमिकाएं कई बार निभा चुके हैं।,neutral,जक शरफ और चक पड ऐस भमकए कई बर नभ चक ह,2
कुछ किरदारों को बिल्कुल नए रंग-ढंग में पेश किया गया है।,neutral,कछ करदर क बलकल नए रगढग म पश कय गय ह,2
वहीं पता चलता है कि उन्हें गोद लिया गया था।,neutral,वह पत चलत ह क उनह गद लय गय थ,2
इरशाद कामिल ने “ीतों में अमीर खुसरो की शैली में मुकरियों और पहेलियों का भावपूर्ण प्रयोग किया है।,neutral,इरशद कमल न त म अमर खसर क शल म मकरय और पहलय क भवपरण परयग कय ह,2
वे नई पीढ़ी के उन फिल्मकारों में हैं जो नए विषयों के साथ प्रयोग कर रहे हें।,neutral,व नई पढ क उन फलमकर म ह ज नए वषय क सथ परयग कर रह ह,2
अमीषा  अपने नाम से पटेल हटाने के बाद भी कुछ खास नहीं कर सकी हैं।,neutral,अमष  अपन नम स पटल हटन क बद भ कछ खस नह कर सक ह,2
"इमरान हाशमी ने अपनी छवि से भिन्न एक कमजोर, सिंपल और पड़ोसी किरदार को शिद्दत से निभाया है।",neutral,इमरन हशम न अपन छव स भनन एक कमजर सपल और पड़स करदर क शददत स नभय ह,2
ईद के मौके पर सलमान खान और साजिद नाडियाडवाला की पेशकश 'किक' आम दर्शकों का ध्यान में रख कर बनाई गई सलमान खान की विशेषताओं की फिल्म है।,neutral,ईद क मक पर सलमन खन और सजद नडयडवल क पशकश कक आम दरशक क धयन म रख कर बनई गई सलमन खन क वशषतओ क फलम ह,2
